LineageTaxIDs,Lineage,Organism,Phylum,Class,Order,Family,Genus,Predictors,Replicon,nuoA,nuoB,nuoC,nuoD,nuoE,nuoF,nuoG,nuoH,nuoI,nuoJ,nuoK,nuoL,nuoM,nuoN,TotalSubunits
2717374,Halomonas sp. A020,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,1,0,1,1,1,0,1,1,1,1,1,1,10
2918527,Rhizobium sp. K102,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2918527,Rhizobium sp. K102,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,1,0,1,0,1,0,1,0,1,1,6
2594269,Chryseobacterium sp. SNU WT5,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
278153,Mesorhizobium sp. WSM1497,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
278153,Mesorhizobium sp. WSM1497,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,OurGenes+HMMER,plasmid,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
2070348,Microbacterium sp. SGAir0570,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,0,1,0,1,1,1,1,1,1,7
2070348,Microbacterium sp. SGAir0570,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2778065,Aeromonas sp. FDAARGOS 1416,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2991700,Salmonella sp. 2018103,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2924034,Alkalihalobacillus sp. LMS6,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Alkalihalobacillus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,0,1,0,1,0,1,1,1,1,6
2877940,Kinneretia sp. XES5,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Kinneretia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2877940,Kinneretia sp. XES5,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Kinneretia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,0,0,1,0,1,1,1,1,1,1,7
2689107,Polynucleobacter sp. MWH-CaK5,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2770234,Polynucleobacter sp. Adler-ghost,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2909669,Simiduia sp. 21SJ11W-1,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Simiduia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,1,0,0,1,1,7
2916802,Parageobacillus sp. KH3-4,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Parageobacillus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2879113,Salmonella sp. JXY0409-18,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2879113,Salmonella sp. JXY0409-18,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2778059,Aeromonas sp. FDAARGOS 1410,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2962064,Microbacterium sp. M28,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,1,0,0,1,1,1,1,1,1,1,1,1,10
2744520,Mesorhizobium sp. 131-3-5,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2744520,Mesorhizobium sp. 131-3-5,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3
2758037,Chryseobacterium sp. CX-624,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2849093,Rhizobium sp. WYJ-E13,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2849093,Rhizobium sp. WYJ-E13,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,0,1,1,1,1,0,1,1,0,1,1,1,1,1,11
2730360,Halomonas sp. PGE1,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,1,1,1,1,1,9
2984142,Campylobacter sp. CS_NA3,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,0,0,1,1,1,1,1,1,1,1,12
3015151,Micromonospora sp. WMMD882,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2211212,Paenibacillus sp. DCT19,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,0,1,1,1,0,0,1,1,1,7
2072408,Stenotrophomonas sp. YAU14A_MKIMI4_1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2566012,Citrobacter sp. CF971,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
166,Treponema sp.,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3
1316412,Streptococcus sp. HSISS3,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,OurGenes+HMMER,chromosome,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
2866193,Bradyrhizobium sp. ISRA432,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1938820,Serratia sp. JKS000199,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2864207,Shewanella rhizosphaerae,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,1,1,0,1,1,8
2879622,Arthrobacter sp. FW306-07-I,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,1,1,1,1,1,9
2879622,Arthrobacter sp. FW306-07-I,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2850492,Enterobacter cloacae complex sp. ECL78,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2583989,Staphylococcus sp. 17KM0847,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,0,1,0,0,0,1,1,1,1,5
1570939,Rhodococcus sp. 2G,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1570939,Rhodococcus sp. 2G,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
2219696,Sphingomonas sp. FARSPH,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2219696,Sphingomonas sp. FARSPH,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,0,0,1,0,0,0,0,1,1,1,4
2796141,Bacillus sp. HNR-4,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,0,0,1,1,1,1,1,1,1,1,12
2930198,Acinetobacter sp. PK01,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
3003262,Flavobacterium limnophilum,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2056258,Streptomyces sp. AMCC400023,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2056258,Streptomyces sp. AMCC400023,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
2895493,Pseudomonas sp. B21-053,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1761891,Pseudoalteromonas sp. 13-15,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,1,1,0,1,0,0,1,1,1,6
2163016,Vibrio sp. dhg,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,0,1,1,1,1,8
1636423,Burkholderia sp. MSMB1588,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1636423,Burkholderia sp. MSMB1588,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,1,1,1,0,0,1,1,1,0,1,1,1,1,10
1636423,Burkholderia sp. MSMB1588,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3042300,Vibrio sp. YMD68,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,1,1,0,1,1,1,1,1,1,8
2839744,Pseudoalteromonas sp. SiA1,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,1,0,1,1,0,1,1,1,1,7
2730846,Pseudomonas sp. ADAK7,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2750011,Streptomyces sp. Rer75,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2739062,Flavobacterium sp. M31R6,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2743575,Acinetobacter sp. NEB 394,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2930532,Bacillus sp. H8-1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,0,1,1,1,1,8
2596913,Sphingomonas sp. NBWT7,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2596913,Sphingomonas sp. NBWT7,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1050646,Synechococcus sp. A15-44,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,0,1,1,1,1,1,1,1,1,13
2856851,Rhodococcus sp. LW-XY12,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2856851,Rhodococcus sp. LW-XY12,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
1560339,Enterobacter sp. E20,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2830999,Arthrobacter sp. NicSoilB11,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,0,0,0,0,1,1,1,0,1,1,1,1,1,1,9
2830999,Arthrobacter sp. NicSoilB11,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
2864209,Shewanella alkalitolerans,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,1,0,1,1,1,0,1,1,1,0,1,1,9
2806251,Nocardiopsis sp. BM-2018,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,1,1,1,1,1,1,1,1,1,1,1,1,12
2866199,Bradyrhizobium sp. ISRA463,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2724469,Serratia sp. JUb9,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1316408,Streptococcus sp. HSISM1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
2664853,Citrobacter sp. H12-3-2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1872427,Alcanivorax sp.,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,0,1,0,1,1,1,1,1,1,1,1,1,1,12
2072412,Stenotrophomonas sp. ZAC14A_NAIMI4_1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2908839,Paenibacillus sp. YPD9-1,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,0,0,1,1,1,1,1,1,1,1,12
3015163,Micromonospora sp. WMMA1947,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2984146,Campylobacter sp. CN_NE2,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,0,0,1,1,1,1,1,1,1,1,12
2952527,Halomonas sp. 3H,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,1,1,1,1,1,9
1703966,Rhizobium sp. N731,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1703966,Rhizobium sp. N731,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,1,0,1,0,1,0,1,0,1,1,6
2039166,Chryseobacterium sp. 6424,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2865838,Mesorhizobium sp. AR07,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2865838,Mesorhizobium sp. AR07,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,1,1,1,0,1,0,1,0,0,1,6
2861281,Microbacterium sp. PAMC22086,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,0,1,0,1,1,1,1,1,1,7
2778063,Aeromonas sp. FDAARGOS 1414,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2956798,Gilvimarinus sp. DA14,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Gilvimarinus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,1,1,0,1,1,1,1,1,1,8
2984845,Weizmannia sp. WK01,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Heyndrickxia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,1,1,0,1,1,1,0,0,1,6
1758395,Polynucleobacter sp. JS-JIR-5-A7,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1855616,Polynucleobacter sp. MWH-UH25E,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2918528,Halopseudomonas sp. RR6,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Halopseudomonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,1,0,1,1,1,0,1,1,1,1,1,1,10
2848114,Candidatus Methanogranum sp. U3.2.1,Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Candidatus Methanogranum,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,0,0,1,1,1,1,1,1,1,12
2778067,Aeromonas sp. FDAARGOS 1418,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
3025663,Microbacterium sp. Clip185,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,0,1,0,1,1,1,1,1,1,7
2744521,Mesorhizobium sp. L-2-11,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2744521,Mesorhizobium sp. L-2-11,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
2879938,Chryseobacterium sp. MEBOG06,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1703961,Rhizobium sp. N1314,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1703961,Rhizobium sp. N1314,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,1,0,1,0,1,0,1,0,1,1,6
